N;P;K;temperature;humidity;ph;rainfall;label
8;50;21;2.862.911.222;8.911.480.590.000.000;6.218.923.893;5.049.913.241;mungbean
20;40;15;2.957.329.479;8.807.505.524;7.199.495.367.999.990;4.504.467.075;mungbean
36;43;22;2.782.684.262;8.716.679.147;63.898.821.660.000.000;5.837.249.772;mungbean
14;57;15;298.757.015;8.314.796.296;6.623.438.282;4.012.044.158;mungbean
11;60;23;2.733.684.386;8.850.229.102;7.033.012.777.000.000;5.109.802.625;mungbean
10;59;15;2.983.040.388;8.930.428.305;632.400.451;5.886.687.093;mungbean
7;60;25;282.753.171;8.276.020.821;6.397.636.709;5.604.995.423;mungbean
2;47;15;2.986.860.065;8.599.127.934;6.401.455.706;5.841.394.143;mungbean
20;45;22;295.888.162;899.939.693;6.904.587.016;5.496.121.262;mungbean
2;39;15;2.807.219.563;829.116.472;6.478.557.136;4.961.865.305;mungbean
27;40;24;2.784.026.517;8.999.615.558;7.063.022.095;5.284.626.009;mungbean
35;48;15;2.710.818.093;8.745.126.690.000.000;6.981.758.362.000.000;5.503.723.979;mungbean
4;59;25;2.768.515.114;8.194.268.594;6.227.134.139;5.462.243.308;mungbean
1;48;24;2.934.594.634;8.560.472.562;6.232.836.962;5.903.629.954;mungbean
36;43;21;2.836.319.404;848.593.608;7.140.437.859;5.293.031.105;mungbean
11;46;24;2.765.280.218;8.980.650.642;6.459.252.023;5.652.558.045;mungbean
34;47;19;2.731.372.793;8.544.815.232;65.687.954.039.999.900;5.315.223.123;mungbean
21;44;18;2.706.909.959;8.689.934.108;712.851.089;5.046.746.116;mungbean
17;58;20;2.806.642.822;8.591.625.451;642.937.879;3.923.831.035;mungbean
25;40;21;2.773.329.078;8.113.903.037;6.248.900.919;4.417.580.911;mungbean
2;38;18;2.753.632.932;8.992.908.171;6.619.891.497.999.990;4.548.591.922;mungbean
9;48;20;2.966.461.594;8.428.187.572;6.377.568.542.000.000;5.609.542.002;mungbean
37;49;25;29.914.544.300.000.000;8.585.384.444;6.415.459.592;4.139.081.525;mungbean
36;38;15;2.836.363.858;8.759.810.657;63.206.620.120.000.000;5.799.524.359;mungbean
40;58;15;2.946.416.042;8.760.890.009;6.978.400.282.000.000;4.315.411.472;mungbean
30;44;16;2.973.013.036;8.289.166.381;6.442.335.592.999.990;5.091.511.275;mungbean
1;59;23;2.746.852.989;8.717.649;7.184.398.832;4.378.420.984;mungbean
9;48;22;2.777.076.285;8.709.979.549;6.402.926.221;4.950.812.624;mungbean
14;41;17;2.912.939.524;8.848.312.598;7.085.982.325;3.645.012.824;mungbean
35;52;19;2.710.606.808;8.989.593.328;6.698.574.085;3.745.680.611;mungbean
31;48;17;2.888.078.945;8.694.206.817;6.594.739.424;5.379.732.545;mungbean
4;41;20;2.814.720.892;838.001.509;6.647.965.508;3.744.800.463;mungbean
30;37;25;2.989.129.144;8.014.487.166;7.120.032.489;547.960.127;mungbean
9;35;20;2.741.503.453;8.098.004.661;691.380.932;4.053.173.216;mungbean
20;41;20;2.927.308.605;894.875.022;7.073.048.264;509.246.554;mungbean
37;50;23;2.965.296.893;8.848.587.386;65.304.707;5.601.913.159;mungbean
34;35;21;2.844.524.991;8.267.639.542;6.684.381.357;5.818.713.162;mungbean
14;37;15;2.796.235.681;8.397.586.797;6.581.351.374;489.366.954;mungbean
23;39;22;2.925.649.321;8.197.952.224;686.483.915;4.202.483.277;mungbean
5;45;21;2.836.291.385;8.800.989.267;6.487.124.217.000.000;4.305.130.077;mungbean
22;37;20;2.762.749.466;8.649.366.929;6.605.733.067.999.990;3.926.137.642;mungbean
40;51;17;2.866.086.349;8.612.194.568;6.860.602.782.000.000;5.001.534.317;mungbean
27;56;20;292.114.218;8.711.497.805;641.874.299;5.153.848.218;mungbean
31;40;22;2.940.889.385;8.616.063.492;6.365.513.634;5.335.486.977;mungbean
38;36;21;2.802.952.623;848.845.732;65.563.729.660.000.000;3.612.042.927;mungbean
6;37;17;2.808.657.178;8.035.005.927;6.760.694.227.999.990;3.814.476.781;mungbean
6;47;18;2.916.174.608;8.028.038.146;6.715.276.662.999.990;4.016.545.979;mungbean
24;44;17;298.596.912;8.003.499.648;6.666.380.512.000.000;5.066.487.502;mungbean
25;59;19;2.906.631.494;836.869.203;6.626.629.798;4.395.183.726;mungbean
32;56;21;2.738.538.997;8.866.663.953;6.702.772.465;5.829.933.073;mungbean
8;45;18;2.793.034.941;8.542.058.715;7.011.030.515;4.325.095.608;mungbean
19;39;17;292.808.618;818.009.244;6.890.156.495;4.447.427.436;mungbean
39;37;15;289.973.145;8.378.911.515;6.821.747.052;5.984.499.208;mungbean
33;37;19;2.792.678.579;865.543.196;7.183.189.922;434.826.194;mungbean
26;54;17;285.474.135;889.570.454;627.258.822;494.897.245;mungbean
21;51;15;2.936.488.409;891.886.954;6.679.127.482;4.830.159.325;mungbean
22;54;20;2.856.149.805;8.363.802.195;6.689.825.155;41.013.132;mungbean
29;45;16;2.843.683.487;8.791.332.682;6.583.381.939;4.312.063.289;mungbean
4;40;21;2.879.728.147;8.045.744.422;6.725.551.062;4.430.070.517;mungbean
10;37;22;287.275.267;8.912.760.359;70.697.478.139.999.900;5.852.974.279;mungbean
4;44;19;2.795.639.663;8.352.706.038;6.921.993.877.999.990;4.325.726.752;mungbean
20;45;17;2.817.458.662;8.369.659.318;6.770.955.317;372.464.655;mungbean
23;45;23;2.877.653.519;8.669.133.979;6.983.130.466;5.612.443.206;mungbean
25;48;21;28.438.097;8.348.991.368;6.267.684.328;5.255.469.976;mungbean
56;79;15;2.948.439.992;6.319.915.325;7.454.532.137;7.189.090.748;blackgram
25;62;21;2.673.433.965;6.813.999.721;7.040.056.094;6.715.096.376;blackgram
42;61;22;2.627.274.407;6.228.814.857;7.418.650.668;7.023.207.557;blackgram
42;73;25;3.403.679.184;6.721.113.844;6.501.869.314;7.323.573.601;blackgram
44;58;18;2.803.644.051;6.506.601.664;6.814.410.927.999.990;7.249.507.741;blackgram
50;55;16;2.881.460.716;6.533.538.112;7.581.442.888;6.226.242.533;blackgram
35;72;21;3.403.619.494;6.428.791.388;7.741.418.772;6.685.510.868;blackgram
30;64;20;338.642.935;6.157.072.498;6.573.531.614;6.802.199.825;blackgram
27;64;21;3.284.213.012;6.868.401.492;7.543.804.222.999.990;7.367.166.182;blackgram
50;74;17;2.710.053.268;6.336.085.585;65.408.208;7.384.949.872;blackgram
39;73;24;2.565.842.532;6.118.235.808;722.405.917;6.928.607.828;blackgram
57;67;25;3.234.744.009;6.661.452.812;7.551.364.319;6.455.882.254;blackgram
52;63;19;2.958.949.031;6.832.176.769;6.928.898.659;6.753.021.213;blackgram
55;66;22;3.091.219.459;6.879.427.388;7.747.775.262.999.990;6.663.830.637;blackgram
51;56;18;2.812.787.838;642.097.765;6.706.505.915;7.086.340.755;blackgram
36;66;15;3.008.545.364;6.934.811.988;6.668.238.556;671.367.443;blackgram
59;55;19;3.174.379.487;6.251.007.687;7.332.375.138;6.897.097.538;blackgram
50;58;23;2.781.326.852;6.250.460.464;7.596.802.025;6.975.555.541;blackgram
30;65;25;3.288.733.849;6.459.457.409;770.650.895;7.150.569.456;blackgram
20;62;18;2.936.358.721;6.498.742.947;7.366.542.647;6.191.208.707;blackgram
58;71;15;2.782.592.799;6.758.618.829.999.990;6.919.243.702;7.401.229.707;blackgram
25;71;24;2.849.538.735;6.044.848.407;7.187.721.817.999.990;7.491.559.514;blackgram
52;71;16;2.774.274.761;6.853.997.144;70.758.864.720.000.000;7.178.615.328;blackgram
40;63;18;3.041.588.462;6.766.323.804;674.441.168;6.302.473.185;blackgram
20;60;25;273.254.209;6.909.047.809;6.726.469.087.999.990;6.119.250.859;blackgram
48;61;21;3.028.496.619;6.169.295.127;6.628.264.883;6.562.859.526;blackgram
49;68;22;2.856.840.626;6.153.278.622;7.127.064.207;6.349.726.331;blackgram
48;62;15;2.536.586.097;666.379.724;7.538.631.462.000.000;6.581.655.892;blackgram
32;66;17;349.466.155;6.526.774.011;7.162.357.641;701.415.139;blackgram
21;63;22;2.509.737.391;6.772.837.887;6.859.409.487.000.000;7.461.649.888;blackgram
20;72;19;3.247.648.301;6.434.848.735;7.397.190.844;6.582.045.699.999.990;blackgram
25;65;21;3.386.351.172;6.859.232.289;6.880.245.789;6.924.464.096;blackgram
41;78;21;2.519.857.725;6.037.332.688;6.581.313.137;7.088.787.207;blackgram
53;67;17;3.177.681.682;6.901.852.894;7.296.972.161;6.146.892.873;blackgram
39;60;21;3.489.814.946;6.359.948.557;697.297.656;6.472.797.143;blackgram
25;76;17;3.174.105.409;6.863.525.428;7.241.148.507;623.061.735;blackgram
21;78;19;2.716.159.076;6.676.017.239;692.009.048;6.985.112.265;blackgram
57;60;17;2.623.773.129;6.788.521.396;7.504.608.385;7.358.663.968;blackgram
56;75;15;3.020.157.245;6.006.534.859;7.152.272.256;6.637.171.179;blackgram
49;72;15;3.155.846.339;6.783.563.765;7.137.004.749;7.486.960.831;blackgram
24;80;19;2.967.892.453;690.854.554;68.080.417.220.000.000;6.566.436.565;blackgram
49;76;18;2.705.365.239;677.017.527;7.393.631.868;604.693.835;blackgram
28;68;19;3.463.880.966;6.138.597.868;769.950.698;7.243.169.115;blackgram
55;78;21;3.339.438.752;6.293.692.886;66.028.882.489.999.900;6.357.445.989;blackgram
50;64;25;2.884.079.155;6.337.230.676;6.734.447.425;7.025.496.749;blackgram
34;80;19;3.149.338.309;630.563.645;6.521.217.963;7.148.327.008;blackgram
20;68;23;2.554.960.633;6.395.425.534;7.707.332.484;631.830.529;blackgram
55;67;16;3.437.329.112;6.969.366.426;6.596.719.015;7.027.184.748;blackgram
23;70;15;34.600.824.700.000.000;6.311.296.779;7.403.623.355;6.041.790.253;blackgram
53;74;15;2.943.463.808;6.494.329.356;7.517.097;7.217.818.157;blackgram
26;67;16;2.910.713.092;6.790.577.375;717.620.823;6.783.345.933;blackgram
33;80;22;2.857.006.111;6.571.765.781;6.593.961.761;700.866.434;blackgram
37;79;19;2.754.384.835;693.478.631;7.143.942.758;6.940.878.198;blackgram
33;75;21;3.304.687.968;6.893.875.631;6.690.655.045;6.230.278.274;blackgram
22;55;20;3.395.309.131;6.996.100.028;7.423.530.351;6.116.350.463;blackgram
20;68;17;3.011.873.003;6.011.680.815;6.578.714.842.999.990;7.172.980.375;blackgram
43;68;20;2.957.812.712;6.617.587.668;7.497.469.256;6.943.895.491;blackgram
44;76;22;2.726.458.947;6.801.232.937;7.775.306.272.000.000;6.891.754.359;blackgram
34;60;16;3.135.730.791;6.424.992.106;7.322.555.222.999.990;6.385.668.948;blackgram
21;72;17;3.152.104.732;6.655.723.677;7.580.527.339;6.171.111.448;blackgram
25;68;19;2.939.982.732;6.425.510.719;71.084.501.210.000.000;6.747.677.295;blackgram
41;62;15;2.938.400.259;6.414.928.485;7.358.974.541;6.524.194.361;blackgram
28;65;23;2.838.686.534;6.188.871.127;7.405.176.138;7.424.459.122;blackgram
35;64;15;2.847.442.276;6.353.604.453;6.500.144.962;695.274.407;blackgram
52;58;16;3.064.095.781;6.114.508.627;7.167.435.834;7.136.947.525;blackgram
58;75;25;2.525.596.239;6.136.669.662;7.261.791.753;6.864.685.069;blackgram
34;66;19;3.297.030.511;6.018.122.078;7.586.642.101;7.344.678.678;blackgram
52;70;16;3.366.855.394;6.660.416.867;7.534.811.832.999.990;6.732.520.551;blackgram
23;57;19;3.283.963.757;6.799.803.573;7.251.000.789;7.340.452.716;blackgram
42;58;25;2.745.853.567;6.290.020.977;6.513.620.917.999.990;6.946.020.927;blackgram
37;62;17;2.568.576.704;6.984.354.028;7.121.254.928;7.462.068.748;blackgram
44;75;22;300.328.403;6.414.800.537;7.574.561.547;7.121.006.868;blackgram
21;80;20;2.820.667.264;6.827.085.245;7.350.869.792;6.432.887.142;blackgram
56;76;16;2.827.265.858;6.118.956.161;75.131.510.760.000.000;6.329.900.785;blackgram
29;76;15;28.541.723.600.000.000;642.020.154;70.256.077.060.000.000;6.968.862.306;blackgram
43;61;20;2.687.187.036;6.161.367.264;6.804.253.866;6.351.822.045;blackgram
55;60;15;3.279.766.751;6.877.994.074;7.163.043.872;6.411.411.069;blackgram
44;63;15;2.642.333.018;6.451.136.845;7.338.929.556;6.346.546.487;blackgram
29;67;21;2.979.181.107;6.338.789.228;6.621.323.612;6.302.169.909;blackgram
47;63;16;2.744.003.279;6.710.464.369;6.661.870.999;7.250.669.768;blackgram
40;68;17;341.262.979;6.514.877.461;7.733.149.554;7.040.795.007;blackgram
58;61;15;3.094.908.189;6.423.364.112;7.402.891.666;6.278.730.907;blackgram
41;74;18;2.875.751.783;6.102.701.476;6.599.147.297.999.990;7.337.686.831;blackgram
58;79;17;2.724.766.491;6.610.123.083;704.174.124;6.231.842.057;blackgram
27;62;24;2.863.005.477;66.770.943;7.353.876.754;622.737.345;blackgram
27;60;17;2.641.768.321;6.364.698.302;70.267.953.589.999.900;6.442.177.127;blackgram
52;65;20;3.281.705.216;6.615.665.137;6.814.301.033;6.883.924.882;blackgram
44;55;25;296.321.052;6.591.359.954;742.160.832;7.116.331.975;blackgram
21;62;24;3.349.077.065;6.273.317.204;68.473.828.910.000.000;6.545.328.463;blackgram
60;59;22;3.186.847.286;6.674.217.464;7.191.522.601;7.422.238.583;blackgram
33;77;21;3.032.992.227;6.562.971.858;701.285.529;7.164.631.281;blackgram
59;58;17;28.546.224;6.631.394.098;7.368.318.809;6.283.469.851;blackgram
29;63;17;3.002.629.908;6.788.811.637;726.154.329;6.647.264.636;blackgram
59;63;18;3.165.531.175;6.013.263.713;652.669.158;6.669.096.751;blackgram
29;70;15;3.033.499.674;6.354.718.862;6.872.594.461;7.416.699.119;blackgram
58;73;16;3.336.984.395;6.567.718.163;6.874.142.175;6.489.517.488;blackgram
55;77;22;314.345.059;6.299.303.471;776.061.831;6.477.651.469;blackgram
42;79;23;2.771.678.273;6.329.103.387;6.781.841.984;6.856.507.978;blackgram
44;77;21;3.263.918.668;613.009.051;7.326.980.454;6.183.876.146;blackgram
38;62;25;327.477.393;6.777.954.584;7.453.975.408;6.337.784.443;blackgram
32;76;15;2.805.153.602;6.349.802.189;7.604.110.177.000.000;4.335.795.377;lentil
13;61;22;1.944.084.326;6.327.771.461;7.728.832.424;4.683.130.119;lentil
38;60;20;2.984.823.072;6.063.872.613;7.491.217.102;4.680.452.595;lentil
11;74;17;2.136.383.757;6.992.375.891;6.633.864.582;466.352.865;lentil
37;71;16;2.628.663.931;6.851.966.729;7.324.863.481;4.613.833.007;lentil
29;71;18;2.217.499.963;6.213.873.825;6.410.441.476;5.346.622.584;lentil
2;72;18;2.657.597.546;6.097.876.599;7.836.719.564;5.089.110.726;lentil
6;59;21;2.658.972.517;6.614.007.674;6.139.215.944;5.090.994.463;lentil
13;64;20;191.345.771;6.257.526.895;6.590.571.088;3.646.946.971;lentil
8;58;17;2.875.273.118;6.915.640.149;7.286.049.977.999.990;3.515.426.171;lentil
6;77;20;2.578.746.268;602.816.298;6.058.306.161;4.914.337.177;lentil
2;75;22;2.389.271.875;6.178.779.413;6.658.605.362;5.255.730.112;lentil
3;69;23;2.867.408.774;6.318.832.976;7.299.360.767;4.296.018.627;lentil
27;80;24;2.842.062.847;6.177.336.343;7.815.210.661;4.902.366.803;lentil
39;78;15;2.135.499.456;6.260.136.323;5.925.391.795;4.178.219.834;lentil
40;79;17;2.112.695.586;6.318.738.532;6.403.683.619;3.871.834.464;lentil
37;62;22;2.402.037.872;6.162.313.345;7.397.546.271;4.978.102.578;lentil
31;60;24;2.540.474.421;658.567.539;7.722.335.992;5.192.057.267;lentil
22;67;22;2.903.017.561;6.449.166.566;7.475.926.645;5.493.937.710.000.000;lentil
3;78;18;2.021.368.219;6.865.257.685;6.887.130.053;5.089.732.989;lentil
4;80;16;2.919.585.548;6.801.965.728;7.441.976.825;4.493.261.911;lentil
13;61;24;1.829.783.597;696.897.615;7.629.910.252.999.990;4.939.111.479;lentil
12;66;20;2.741.434.987;6.341.785.982;7.336.117.221;4.443.177.543;lentil
4;61;21;2.484.063.998;6.009.116.626;675.020.529;4.877.790.371;lentil
9;60;21;2.994.413.861;6.731.323.084;752.178.027;4.037.113.729;lentil
18;66;22;2.587.990.287;6.755.109.024;6.347.379.185;4.789.645.224;lentil
32;56;18;200.467.711;6.584.395.319;7.135.251.532.000.000;4.605.333.124;lentil
6;72;15;2.299.451.999;6.670.897.237;7.670.178.119;5.449.044.154;lentil
15;77;20;2.513.163.619;6.692.642.362;7.399.749.291;4.904.015.558;lentil
0;65;24;2.849.584.395;6.244.616.219;7.841.496.029;5.314.531.023;lentil
30;79;22;1.828.766.124;6.948.515.056;6.254.216.611;4.860.449.438;lentil
3;63;16;2.438.041.875;6.118.458.224;6.868.881.707.999.990;5.313.946.695;lentil
2;78;23;2.131.852.148;6.643.934.593;7.320.514.721;4.542.616.802;lentil
10;78;18;1.854.141.834;6.270.637.578;6.296.976.913;4.407.819.743;lentil
14;67;25;2.528.710.601;6.085.993.533;7.241.151.936;4.937.369.982;lentil
39;65;23;2.543.459.777;6.912.613.376;7.685.959.305;4.102.682.925;lentil
19;72;15;2.883.600.962;6.976.112.921;6.890.760.124;4.408.562.546;lentil
18;57;21;2.737.659.643;6.393.927.841;6.155.915.975;4.947.371.773;lentil
31;58;15;2.831.886.863;6.019.461.399;6.167.855.382.000.000;4.536.521.251;lentil
28;58;25;274.818.649;6.204.814.951;6.861.640.036;3.781.123.974;lentil
5;65;19;1.828.072.173;6.810.365.387;6.978.361.689;4.880.253.285;lentil
16;65;19;2.761.204.997;6.929.786.244;7.043.160.241;4.272.374.404;lentil
34;65;19;2.343.974.653;6.322.011.726;594.239.222;4.540.277.297;lentil
14;69;19;2.095.628.486;6.368.128.841;7.239.455.147;5.239.881.209;lentil
22;55;16;237.937.153;6.803.209.183;6.516.317.561;4.973.922.097;lentil
24;61;17;226.371.424;6.544.544.859;6.233.269.045;3.830.411.077;lentil
2;79;15;2.153.577.883;6.547.227.704;7.505.283.615;3.575.107.592;lentil
26;63;17;2.987.854.588;6.573.085.206;6.950.300.686;4.495.654.782;lentil
27;61;15;252.653.291;6.710.004.577;6.958.054.839;4.833.941.188;lentil
24;70;16;2.517.885.316;6.893.307.305;654.803.469;3.503.484.812;lentil
13;74;25;2.412.192.608;6.109.533.545;6.461.618.577;4.423.629.285;lentil
6;64;23;2.333.565.221;6.740.460.704;7.065.264.073;3.618.678.721;lentil
12;58;23;2.174.600.081;6.339.503.184;6.765.091.462.000.000;5.043.306.085;lentil
32;79;22;2.760.195.453;6.346.170.674;591.645.379;5.437.814.199;lentil
6;68;18;24.388.717;6.250.453.062;6.711.341.147.000.000;4.726.052.494;lentil
10;79;20;2.498.287.462;66.895.409;6.379.881.442;3.821.370.568;lentil
38;77;22;28.234.829;693.159.965;6.313.284.267.999.990;3.536.831.423;lentil
17;74;17;2.603.026.959;6.955.863.145;7.393.210.848;3.711.395.801;lentil
26;68;24;2.804.849.594;6.407.691.942;7.504.930.973;3.715.824.966;lentil
23;75;17;2.487.425.505;6.400.213.929;7.198.076.286;4.828.137.482;lentil
32;78;22;2.397.081.395;6.235.557.553;7.007.037.515;5.340.906.048;lentil
19;79;19;2.006.003.985;6.776.252.583;6.677.262.562;4.289.509.057;lentil
22;60;18;1.959.221.047;6.128.633.405;674.398.035;417.704.893;lentil
28;69;16;2.977.013.109;6.629.327.012;6.547.361.617.999.990;3.569.674.138;lentil
1;67;21;2.752.135.365;6.053.657.684;6.551.577.598;4.806.491.307;lentil
12;67;23;2.562.896.213;6.314.909.763;6.585.020.302.999.990;4.549.683.991;lentil
36;67;20;2.039.078.312;6.047.528.931;6.924.042.372.000.000;5.331.508.572;lentil
28;70;21;2.539.038.396;604.989.659;7.437.373.666;3.918.374.505;lentil
12;71;19;2.491.079.638;6.071.367.427;7.142.611.056.000.000;4.219.740.397;lentil
22;68;16;2.770.496.805;6.320.915.034;774.672.376;3.746.160.727;lentil
26;66;22;1.806.486.101;651.034.354;6.300.479.414;5.154.922.825;lentil
16;65;16;1.813.027.797;6.245.851.612;6.078.724.107;506.128.521;lentil
14;59;22;2.382.723.528;6.789.815.262;676.660.668;4.690.725.077;lentil
33;59;19;2.319.305.333;6.274.710.773;7.641.024.177;4.955.213.308;lentil
21;63;17;2.508.966.129;6.817.543.102;6.559.681.838;4.145.486.619;lentil
0;69;21;2.586.928.193;6.188.321.072;7.072.923.306;3.668.284.038;lentil
10;75;17;1.843.966.037;6.805.394.959;7.732.194.787.999.990;3.900.992.137;lentil
30;61;18;2.714.911.056;6.702.664.337;6.157.782.589;5.250.812.701;lentil
0;74;17;2.333.375.853;6.450.515.776;7.240.988.401;4.701.510.708;lentil
35;74;22;267.230.014;6.296.841.833;6.898.905.799;4.287.274.897;lentil
7;63;24;1.955.750.776;6.445.268.309;6.818.681.086.000.000;5.304.669.416;lentil
9;56;17;2.613.708.256;667.729.209;6.261.937.875;4.648.280.681;lentil
14;74;15;2.799.990.346;6.557.653.373;6.493.036.868;4.994.043.064;lentil
14;76;20;2.905.941.162;6.210.652.364;7.042.474.679;365.011.366;lentil
36;65;16;2.571.269.843;641.123.333;7.692.013.657;5.017.067.771;lentil
28;67;21;2.179.792.649;6.373.086.065;6.250.994.222.999.990;4.662.370.222;lentil
28;79;16;2.470.626.432;6.026.854.183;60.521.848.810.000.000;5.312.442.925;lentil
40;61;22;2.094.981.756;658.108.757;7.002.216.044;4.423.913.012;lentil
10;70;19;2.484.918.386;6.898.088.448;7.272.427.638;4.161.080.544;lentil
12;80;19;2.191.041.045;6.521.662.467;5.962.001.484;3.610.211.371;lentil
37;77;20;2.593.381.964;6.870.533.022;7.080.506.001;5.102.372.773;lentil
0;67;22;2.982.112.112;694.073.209;65.937.983.870.000.000;5.156.461.082;lentil
7;73;25;2.752.185.591;6.313.215.259;728.805.662;4.520.841.071;lentil
10;56;18;2.799.627.907;686.428.593;732.710.972;4.610.585.191;lentil
39;70;15;2.076.774.783;6.390.164.154;6.366.355.781;479.271.552;lentil
26;56;22;2.305.276.444;60.424.786;7.011.121.216;5.260.285.259;lentil
9;77;17;2.165.845.777;6.358.337.146;6.280.725.549;3.807.659.414;lentil
4;59;19;2.625.070.298;6.762.779.652;7.621.494.566;408.106.299;lentil
34;73;15;2.097.195.263;6.383.179.889;7.630.424.082.999.990;5.310.207.889;lentil
33;77;15;2.389.736.406;6.632.102.048;7.802.212.437;4.074.536.757;lentil
2;24;38;2.455.981.624;9.163.536.236;5.922.935.513;1.119.684.622;pomegranate
6;18;37;1.965.690.085;8.993.701.023;5.937.649.577.999.990;1.080.458.926;pomegranate
8;26;36;1.878.359.608;874.024.767;6.804.781.106;1.025.184.759;pomegranate
37;18;39;241.469.628;945.110.662;6.424.670.614;1.102.316.633;pomegranate
0;27;38;2.244.581.266;8.990.147.027;67.380.162.210.000.000;1.093.905.998;pomegranate
31;25;38;2.496.273.236;9.240.501.423;64.973.666.770.000.000;1.094.169.192;pomegranate
21;21;38;225.526.059;8.932.594.859.999.990;6.327.673.765;1.048.955.643;pomegranate
6;30;40;2.277.035.608;9.145.498.527;636.137.446;1.069.659.201;pomegranate
25;27;41;1.920.090.378;9.427.659.596;69.235.093.710.000.000;1.080.423.555;pomegranate
15;11;38;2.312.808.226;9.268.328.358;6.630.646.082.999.990;1.093.930.157;pomegranate
14;5;36;2.492.639.065;8.519.098.079;5.832.525.853;1.047.693.804;pomegranate
16;10;41;2.477.464.458;8.563.608.688;6.738.993.954;1.057.595.811;pomegranate
36;7;37;198.671.184;8.635.590.206;5.782.435.567;1.083.168.858;pomegranate
4;20;41;2.426.601.316;937.974.061;6.537.042.717;1.045.375.109;pomegranate
29;22;40;2.362.600.218;8.973.266.695;6.145.104.401;1.076.836.871;pomegranate
16;15;42;1.967.832.052;8.908.935.702;6.890.784.045;1.085.468.633;pomegranate
18;27;41;2.236.509.395;9.230.882.391;7.175.344.328;1.048.216.333;pomegranate
11;18;42;2.157.936.934;9.488.267.728;5.938.528.744;1.028.593.382;pomegranate
5;15;38;1.826.233.221;8.816.779.129;5.709.380.472;1.080.756.727;pomegranate
18;23;44;2.371.028.128;8.961.794.165;6.184.400.085;10.564.999.070.000.000;pomegranate
9;8;40;2.248.720.144;899.224.883;6.553.509.673;1.116.631.582;pomegranate
40;27;45;21.660.249.800.000.000;9.479.397.419;5.885.638.185;1.124.349.689;pomegranate
22;23;44;2.013.037.175;8.931.505.137;61.438.746.910.000.000;1.073.416.913;pomegranate
9;16;39;1.841.164.435;9.111.927.248;6.101.198.974;1.051.834.976;pomegranate
12;29;40;1.968.291.173;8.975.272.999;6.594.037.135;1.112.818.551;pomegranate
0;17;42;2.320.242.586;9.119.442.671;68.598.408.210.000.000;1.090.946.323;pomegranate
2;21;44;1.892.157.197;8.731.290.342;656.893.406;1.028.013.275;pomegranate
28;6;40;2.210.621.387;9.134.039.616;6.769.855.664;1.068.704.803;pomegranate
8;23;44;1.847.412.402;8.968.919.664;7.130.837.931;1.084.758.509;pomegranate
29;16;36;1.981.069.447;8.892.944.254;57.403.380.020.000.000;102.860.084;pomegranate
17;18;43;244.880.844;9.083.687.246;5.843.005.428;1.031.969.341;pomegranate
34;21;42;1.875.927.679;8.993.457.597;66.486.872.739.999.900;1.110.196.744;pomegranate
21;23;42;1.954.128.063;9.029.751.796;6.902.751.061;1.043.739.878;pomegranate
25;17;40;1.891.251.245;8.774.938.524;6.608.023.872;11.128.005.159.999.900;pomegranate
8;25;36;1.991.330.523;9.495.031.368;6.828.522.375;1.040.277.061;pomegranate
26;18;42;1.972.620.525;8.964.934.166;6.910.374.919;10.822.872.759.999.900;pomegranate
4;19;42;2.383.185.873;8.784.034.604;6.306.605.528;1.112.232.716;pomegranate
36;24;41;2.494.467.632;9.425.702.672;7.009.180.374;1.038.799.347;pomegranate
5;24;40;24.692.258;9.387.030.088;62.979.075.789.999.900;1.046.735.454;pomegranate
19;17;39;2.472.485.577;8.556.083.187;6.728.599.215;1.112.787.584;pomegranate
39;30;38;2.012.644.921;8.759.629.625;6.965.156.737.999.990;108.065.579;pomegranate
5;29;44;2.102.432.943;930.569.505;5.578.095.745;1.047.847.006;pomegranate
4;24;43;2.240.423.537;881.508.343;7.199.504.273;1.098.695.196;pomegranate
38;21;35;2.033.691.147;8.938.003.827;5.841.367.187;1.109.653.137;pomegranate
37;11;36;2.424.779.615;8.556.033.312;6.710.143.266;1.069.216.033;pomegranate
9;25;41;2.481.530.144;9.190.842.992;5.972.714.857.000.000;1.092.853.418;pomegranate
29;22;43;1.966.329.768;8.795.158.129;5.561.851.831;1.060.380.805;pomegranate
5;21;38;2.243.377.991;903.396.556;6.107.054.807.999.990;112.459.697;pomegranate
22;26;38;2.292.052.307;8.512.912.161;6.988.035.315;1.102.437.841;pomegranate
4;18;37;2.291.843.172;8.540.695.044;713.147.457;1.062.817.706;pomegranate
21;6;41;2.488.244.467;8.939.686.219;7.086.947.687;1.071.951.707;pomegranate
29;21;45;2.340.981.539;9.313.277;6.749.260.456;1.052.240.743;pomegranate
23;5;44;2.120.725.375;9.426.304.717;716.300.467;1.075.660.804;pomegranate
13;7;43;1.820.230.419;9.112.282.162;7.013.481.515;10.966.239.740.000.000;pomegranate
5;13;37;2.234.375.696;897.870.345;56.482.436.489.999.900;1.033.183.074;pomegranate
27;24;41;2.432.770.134;9.088.292.835;6.610.251.186;1.104.606.459;pomegranate
7;23;35;1.975.088.482;8.871.691.157;7.054.313.822.999.990;1.025.538.035;pomegranate
12;20;39;1.986.173.586;8.619.740.917;6.026.999.326;1.110.217.929;pomegranate
4;19;43;1.807.132.963;9.314.554.876;57.794.274.020.000.000;1.063.602.023;pomegranate
3;9;45;2.389.162.561;8.961.850.203;6.535.244.251;104.617.522;pomegranate
